pattern,nodes,size,strat_label,strat,load_balancing_algo,extra_flags,load_fraction,flowsize,seed,n_flows,duration_us,fct_mean,fct_p50,fct_p99,fct_max,fct_min,new,rtx,rts,bounced,acks,nacks,pulls,sleek_pkts,rtx_rate_pct,rts_rate_pct,nack_rate_pct,bounced_rate_pct
tornado,1100,m,fpar_tuned,fpar,oblivious,-threshold 20750 -disable_hop_rtt_normalization,0.25,100000,1,275,29.2736,22.569353090909104,21.8056,28.9416,29.2736,19.4867,6875,0,0,0,2231,0,0,0,0.0,0.0,0.0,0.0
tornado,1100,m,reps_uniform_defl,reps_dfp,reps,-dfp_low_uniform,0.25,100000,1,275,27.821,24.53447818181814,24.3256,27.4941,27.821,23.1336,6875,0,0,0,2119,0,0,0,0.0,0.0,0.0,0.0
tornado,1100,m,reps_no_partition,reps_dfp,reps,,0.25,100000,1,275,24.6547,22.42283854545455,22.3136,24.3278,24.6547,21.1416,6875,0,0,0,2110,0,0,0,0.0,0.0,0.0,0.0
tornado,1100,m,reps_minshare10,reps_dfp,reps,-dfp_minimal_share 10,0.25,100000,1,275,24.9867,22.322589090909084,22.1416,24.6547,24.9867,20.8176,6875,0,0,0,2127,0,0,0,0.0,0.0,0.0,0.0
tornado,1100,m,reps_partition,reps_dfp,reps,-reps_partition_entropy -reps_escalate_threshold 0.2 -reps_warmup_explore_rtts 0.5 -reps_explore_prob 70,0.25,100000,1,275,24.8147,22.242439636363624,22.1376,24.6496,24.8147,21.1416,6875,0,0,0,2123,0,0,0,0.0,0.0,0.0,0.0
tornado,1100,m,fpar_tuned,fpar,oblivious,-threshold 20750 -disable_hop_rtt_normalization,0.25,100000,2,275,28.9416,23.012805818181832,21.8107,28.9376,28.9416,19.4816,6875,0,0,0,2263,0,0,0,0.0,0.0,0.0,0.0
tornado,1100,m,reps_uniform_defl,reps_dfp,reps,-dfp_low_uniform,0.25,100000,2,275,27.993,24.595743272727244,24.4616,27.821,27.993,23.1456,6875,0,0,0,2130,0,0,0,0.0,0.0,0.0,0.0
tornado,1100,m,reps_no_partition,reps_dfp,reps,,0.25,100000,2,275,28.993,22.47380509090909,22.2958,25.157,28.993,21.1456,6875,0,0,0,2113,0,0,0,0.0,0.0,0.0,0.0
tornado,1100,m,reps_minshare10,reps_dfp,reps,-dfp_minimal_share 10,0.25,100000,2,275,26.665,22.272912363636358,22.1376,24.6547,26.665,20.8136,6875,0,0,0,2119,0,0,0,0.0,0.0,0.0,0.0
tornado,1100,m,reps_partition,reps_dfp,reps,-reps_partition_entropy -reps_escalate_threshold 0.2 -reps_warmup_explore_rtts 0.5 -reps_explore_prob 70,0.25,100000,2,275,25.005,22.249626181818158,22.1416,24.7976,25.005,21.1416,6875,0,0,0,2120,0,0,0,0.0,0.0,0.0,0.0
tornado,1100,m,fpar_tuned,fpar,oblivious,-threshold 20750 -disable_hop_rtt_normalization,0.25,100000,3,275,30.9336,22.571790545454547,21.8056,30.1096,30.9336,20.1456,6875,0,0,0,2225,0,0,0,0.0,0.0,0.0,0.0
tornado,1100,m,reps_uniform_defl,reps_dfp,reps,-dfp_low_uniform,0.25,100000,3,275,28.325,24.551423272727227,24.3187,28.141,28.325,23.4656,6875,0,0,0,2114,0,0,0,0.0,0.0,0.0,0.0
