pattern,nodes,size,strat_label,strat,load_balancing_algo,load_fraction,flowsize,seed,n_flows,fct_mean,fct_p50,fct_p99,fct_max,fct_min,new,rtx,rts,bounced,acks,nacks,pulls,sleek_pkts,rtx_rate_pct,rts_rate_pct,nack_rate_pct,bounced_rate_pct
tornado,8192,l,reps_dfp,reps_dfp,reps,0.5,10000000,5,4096,40164.61004589859,40424.0,48777.1,49474.3,858.327,10027008,333834,1,0,9916091,333832,0,0,3.329348096660539,9.973064746732026e-06,3.3293281505310457,0.0
tornado,8192,l,fpar,fpar,oblivious,0.75,20000,1,6144,120.32659835611969,124.591,155.333,165.67,22.2696,30720,63165,0,0,30609,63165,0,0,205.615234375,0.0,205.615234375,0.0
tornado,8192,l,reps_dfp,reps_dfp,reps,0.75,20000,1,6144,120.21479684244815,125.106,155.604,167.519,17.0482,30720,63052,0,0,30538,63052,0,0,205.24739583333334,0.0,205.24739583333334,0.0
tornado,8192,l,fpar,fpar,oblivious,0.75,20000,2,6144,120.28594350585873,125.116,154.961,166.09,23.2605,30720,63323,0,0,30617,63323,0,0,206.12955729166666,0.0,206.12955729166666,0.0
tornado,8192,l,reps_dfp,reps_dfp,reps,0.75,20000,2,6144,120.43780050455784,125.441,154.44,166.016,17.2829,30720,63290,0,0,30541,63290,0,0,206.02213541666666,0.0,206.02213541666666,0.0
tornado,8192,l,fpar,fpar,oblivious,0.75,20000,3,6144,119.88609357096375,124.447,157.093,173.478,22.331,30720,63082,0,0,30613,63082,0,0,205.34505208333334,0.0,205.34505208333334,0.0
tornado,8192,l,reps_dfp,reps_dfp,reps,0.75,20000,3,6144,120.08724052734338,124.836,156.888,168.953,17.0942,30720,62970,0,0,30534,62970,0,0,204.98046875,0.0,204.98046875,0.0
tornado,8192,l,fpar,fpar,oblivious,0.75,20000,4,6144,120.3295509440109,124.666,155.467,164.27,24.3546,30720,63281,0,0,30608,63281,0,0,205.99283854166666,0.0,205.99283854166666,0.0
tornado,8192,l,reps_dfp,reps_dfp,reps,0.75,20000,4,6144,120.30318190104202,125.175,155.454,164.595,17.1198,30720,63183,0,0,30546,63183,0,0,205.673828125,0.0,205.673828125,0.0
tornado,8192,l,fpar,fpar,oblivious,0.75,20000,5,6144,119.90333640950477,124.814,155.436,165.661,22.8875,30720,63178,0,0,30606,63178,0,0,205.65755208333334,0.0,205.65755208333334,0.0
tornado,8192,l,reps_dfp,reps_dfp,reps,0.75,20000,5,6144,120.06994903971389,124.772,155.614,165.85,17.3853,30720,63226,0,0,30529,63226,0,0,205.81380208333334,0.0,205.81380208333334,0.0
tornado,8192,l,fpar,fpar,oblivious,0.75,100000,1,6144,596.9386873697931,631.206,736.055,763.899,33.0942,153600,337201,0,0,152481,337201,0,0,219.53190104166666,0.0,219.53190104166666,0.0
tornado,8192,l,reps_dfp,reps_dfp,reps,0.75,100000,1,6144,596.8801531249995,631.596,740.032,759.888,25.7042,153600,337118,0,0,152376,337118,0,0,219.47786458333334,0.0,219.47786458333334,0.0
tornado,8192,l,fpar,fpar,oblivious,0.75,100000,2,6144,596.2348698893231,628.906,730.624,756.539,32.5594,153600,337235,0,0,152513,337235,0,0,219.55403645833334,0.0,219.55403645833334,0.0
tornado,8192,l,reps_dfp,reps_dfp,reps,0.75,100000,2,6144,596.1236588053374,628.929,730.8,759.118,25.0736,153600,337222,0,0,152445,337222,0,0,219.54557291666666,0.0,219.54557291666666,0.0
tornado,8192,l,fpar,fpar,oblivious,0.75,100000,3,6144,595.5280968098978,626.311,751.856,806.648,32.1853,153600,336976,0,0,152456,336976,0,0,219.38541666666666,0.0,219.38541666666666,0.0
tornado,8192,l,reps_dfp,reps_dfp,reps,0.75,100000,3,6144,595.3716627278656,626.15,752.649,801.092,24.861,153600,337180,0,0,152378,337180,0,0,219.51822916666666,0.0,219.51822916666666,0.0
tornado,8192,l,fpar,fpar,oblivious,0.75,100000,4,6144,596.0448874348948,625.336,731.056,756.193,32.5563,153600,337597,0,0,152510,337597,0,0,219.78971354166666,0.0,219.78971354166666,0.0
tornado,8192,l,reps_dfp,reps_dfp,reps,0.75,100000,4,6144,596.0335194986977,626.363,731.759,756.901,25.9216,153600,337435,0,0,152405,337435,0,0,219.68424479166666,0.0,219.68424479166666,0.0
tornado,8192,l,fpar,fpar,oblivious,0.75,100000,5,6144,595.4721581217464,625.948,737.594,769.08,32.9587,153600,337077,0,0,152470,337077,0,0,219.451171875,0.0,219.451171875,0.0
tornado,8192,l,reps_dfp,reps_dfp,reps,0.75,100000,5,6144,596.240042708332,627.051,735.786,770.189,25.7904,153600,337264,0,0,152355,337264,0,0,219.57291666666666,0.0,219.57291666666666,0.0
tornado,8192,l,fpar,fpar,oblivious,0.75,500000,1,6144,3021.0416795572996,3076.02,3506.5,3578.14,65.6597,755712,369478,0,0,745704,369478,0,0,48.89137660907859,0.0,48.89137660907859,0.0
tornado,8192,l,reps_dfp,reps_dfp,reps,0.75,500000,1,6144,3018.8288299479195,3075.69,3504.18,3557.46,64.5939,755712,369837,0,0,744913,369836,0,0,48.93888147865854,0.0,48.93874915311653,0.0
tornado,8192,l,fpar,fpar,oblivious,0.75,500000,2,6144,3020.1225376464813,3071.43,3453.3,3497.61,64.501,755712,369394,0,0,745730,369394,0,0,48.88026126355014,0.0,48.88026126355014,0.0
tornado,8192,l,reps_dfp,reps_dfp,reps,0.75,500000,2,6144,3018.813276985685,3069.68,3453.02,3507.77,62.1312,755712,368738,0,0,744915,368738,0,0,48.79345570799458,0.0,48.79345570799458,0.0
tornado,8192,l,fpar,fpar,oblivious,0.75,500000,3,6144,3015.7133443196635,3052.04,3603.93,3709.87,65.3694,755712,371007,0,0,745228,371007,0,0,49.093702362804876,0.0,49.093702362804876,0.0
tornado,8192,l,reps_dfp,reps_dfp,reps,0.75,500000,3,6144,3014.7592931640597,3044.05,3599.06,3703.24,64.9634,755712,370158,0,0,744496,370158,0,0,48.981357977642276,0.0,48.981357977642276,0.0
tornado,8192,l,fpar,fpar,oblivious,0.75,500000,4,6144,3018.1681982584523,3065.51,3451.11,3494.8,66.9566,755712,369591,0,0,745805,369591,0,0,48.9063293953252,0.0,48.9063293953252,0.0
