pattern,nodes,size,strat_label,strat,load_balancing_algo,load_fraction,flowsize,seed,n_flows,fct_mean,fct_p50,fct_p99,fct_max,fct_min,new,rtx,rts,bounced,acks,nacks,pulls,sleek_pkts,rtx_rate_pct,rts_rate_pct,nack_rate_pct,bounced_rate_pct
tornado,1024,m,fpar,fpar,oblivious,0.25,500000,4,256,338.67269531249997,139.195,1568.62,27998.4,52.1291,31488,6183,76,0,26110,5021,0,0,19.636051829268293,0.24136178861788618,15.945757113821138,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.25,500000,4,256,143.80692265624995,133.783,421.367,425.351,51.9834,31488,5571,16,0,27131,5256,0,0,17.692454268292682,0.0508130081300813,16.692073170731707,0.0
tornado,1024,m,fpar,fpar,oblivious,0.25,500000,5,256,285.813876953125,134.879,985.146,22094.7,52.3154,31488,6087,84,0,26560,5129,0,0,19.331173780487806,0.26676829268292684,16.288744918699187,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.25,500000,5,256,150.56268906250006,138.636,373.913,382.132,51.9834,31488,5786,14,0,26646,5485,0,0,18.37525406504065,0.04446138211382114,17.419334349593495,0.0
tornado,1024,m,fpar,fpar,oblivious,0.25,2000000,1,256,1259.9128554687502,488.132,29360.6,72357.2,174.194,125440,10399,877,0,100402,5000,0,0,8.290019132653061,0.6991390306122449,3.985969387755102,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.25,2000000,1,256,505.25955078124997,488.802,1462.17,1490.02,173.862,125440,5652,69,0,102981,5186,0,0,4.505739795918367,0.055006377551020405,4.1342474489795915,0.0
tornado,1024,m,fpar,fpar,oblivious,0.25,2000000,2,256,1970.5606679687498,519.274,83902.0,95813.9,173.862,125440,21787,2184,0,107096,5630,0,0,17.36846301020408,1.7410714285714286,4.488201530612245,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.25,2000000,2,256,517.3112343750001,497.936,1103.37,2499.21,173.862,125440,5825,40,0,102507,5461,0,0,4.643654336734694,0.03188775510204082,4.353475765306122,0.0
tornado,1024,m,fpar,fpar,oblivious,0.25,2000000,3,256,536.0922500000004,501.835,1183.91,3345.19,173.862,125440,6113,84,0,102485,5578,0,0,4.873246173469388,0.06696428571428571,4.4467474489795915,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.25,2000000,3,256,541.4875664062506,499.228,1148.89,1174.31,173.862,125440,5895,59,0,102660,5655,0,0,4.699457908163265,0.0470344387755102,4.50813137755102,0.0
tornado,1024,m,fpar,fpar,oblivious,0.25,2000000,4,255,656.8533999999997,480.673,1751.28,23355.4,174.858,125266,10617,723,0,102480,5079,0,0,8.475563999808408,0.5771717784554468,4.054571871058387,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.25,2000000,4,256,510.0746718749999,478.685,1598.19,1665.52,173.862,125440,5635,74,0,101151,5233,0,0,4.4921875,0.05899234693877551,4.17171556122449,0.0
tornado,1024,m,fpar,fpar,oblivious,0.25,2000000,5,256,999.8216249999998,489.123,5137.77,75513.7,175.19,125440,8739,518,0,105367,5190,0,0,6.966677295918367,0.41294642857142855,4.137436224489796,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.25,2000000,5,256,542.7682109374996,499.238,1419.09,1498.17,173.862,125440,5821,40,0,100151,5524,0,0,4.64046556122449,0.03188775510204082,4.403698979591836,0.0
tornado,1024,m,fpar,fpar,oblivious,0.25,10000000,1,251,2905.0898764940234,2372.37,14629.5,74612.1,824.219,625145,26586,4054,0,530707,6713,0,0,4.252773356581273,0.6484895504243016,1.0738308712378728,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.25,10000000,1,256,2378.8770937500008,2310.41,6439.34,6528.51,823.887,626688,5728,68,0,542344,5177,0,0,0.9140114379084967,0.010850694444444444,0.8260888991013072,0.0
tornado,1024,m,fpar,fpar,oblivious,0.25,10000000,2,251,3145.024494023904,2465.52,7334.86,99121.3,825.563,621462,33150,3793,0,537684,5809,0,0,5.334195815673364,0.6103349842790066,0.9347313270964275,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.25,10000000,2,256,2394.98120703125,2386.52,5547.88,5726.55,823.887,626688,5854,48,0,530212,5400,0,0,0.9341171364379085,0.007659313725490196,0.8616727941176471,0.0
tornado,1024,m,fpar,fpar,oblivious,0.25,10000000,3,256,2536.5216523437493,2449.54,5709.15,7189.45,823.887,626688,6646,344,0,537768,5582,0,0,1.0604958129084967,0.05489174836601307,0.8907143586601307,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.25,10000000,3,256,2586.0765468750014,2420.01,5655.59,5767.13,823.887,626688,5973,54,0,537657,5706,0,0,0.9531058517156863,0.008616727941176471,0.9105009191176471,0.0
tornado,1024,m,fpar,fpar,oblivious,0.25,10000000,4,254,2884.8752716535437,2315.06,5717.1,81608.2,824.224,623954,19177,2957,0,533664,5164,0,0,3.0734637489302097,0.47391314103283255,0.8276251133897691,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.25,10000000,4,256,2400.251761718751,2279.41,7955.33,8158.51,823.887,626688,5600,54,0,524970,5227,0,0,0.8935866013071896,0.008616727941176471,0.8340673508986928,0.0
tornado,1024,m,fpar,fpar,oblivious,0.25,10000000,5,253,2825.0556719367587,2373.57,4915.84,87377.5,823.913,624448,22435,2724,0,548953,5347,0,0,3.592773137234806,0.43622527416214,0.8562762631956544,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.25,10000000,5,256,2624.8164453124996,2383.92,7225.83,8437.63,823.887,626688,5984,53,0,529099,5577,0,0,0.9548611111111112,0.008457158905228758,0.8899165134803921,0.0
tornado,1024,m,fpar,fpar,oblivious,0.5,20000,1,512,28.928000390625037,18.8176,358.15,816.608,12.9792,2560,113,0,0,1375,0,0,0,4.4140625,0.0,0.0,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.5,20000,1,512,24.726957812499993,19.177,130.946,357.784,12.9792,2560,87,0,0,1401,0,0,0,3.3984375,0.0,0.0,0.0
tornado,1024,m,fpar,fpar,oblivious,0.5,20000,2,512,28.443199609375,19.1152,471.414,1160.01,12.9792,2560,95,0,0,1445,0,0,0,3.7109375,0.0,0.0,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.5,20000,2,512,25.612633984375,19.7104,131.278,356.642,12.9792,2560,92,0,0,1427,0,0,0,3.59375,0.0,0.0,0.0
tornado,1024,m,fpar,fpar,oblivious,0.5,20000,3,512,25.819579101562507,19.1152,130.614,1045.08,12.9792,2560,65,0,0,1433,0,0,0,2.5390625,0.0,0.0,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.5,20000,3,512,23.538437304687495,19.848,128.472,131.575,12.9792,2560,58,0,0,1452,1,0,0,2.265625,0.0,0.0390625,0.0
tornado,1024,m,fpar,fpar,oblivious,0.5,20000,4,512,35.005316015624985,19.1152,471.242,1845.29,12.9792,2560,152,0,0,1422,0,0,0,5.9375,0.0,0.0,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.5,20000,4,512,25.756858593749985,19.5504,130.614,241.882,12.9792,2560,101,0,0,1462,0,0,0,3.9453125,0.0,0.0,0.0
tornado,1024,m,fpar,fpar,oblivious,0.5,20000,5,512,27.195551171875003,18.52,244.671,1045.54,12.9792,2560,98,0,0,1366,0,0,0,3.828125,0.0,0.0,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.5,20000,5,512,23.28171308593747,19.5848,129.766,243.214,12.9792,2560,57,0,0,1455,7,0,0,2.2265625,0.0,0.2734375,0.0
tornado,1024,m,fpar,fpar,oblivious,0.5,100000,1,512,93.83523417968746,52.4638,936.54,5080.6,19.4816,12800,6246,15,0,10791,5548,0,0,48.796875,0.1171875,43.34375,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.5,100000,1,512,63.03053339843753,58.6365,152.685,781.472,19.4816,12800,6137,3,0,11472,5848,0,0,47.9453125,0.0234375,45.6875,0.0
tornado,1024,m,fpar,fpar,oblivious,0.5,100000,2,512,100.72218476562502,57.6034,1112.93,8642.01,19.4816,12800,7450,22,0,11212,6781,0,0,58.203125,0.171875,52.9765625,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.5,100000,2,512,62.02179804687502,57.6474,150.75,201.995,19.4867,12800,6519,6,0,11724,6189,0,0,50.9296875,0.046875,48.3515625,0.0
tornado,1024,m,fpar,fpar,oblivious,0.5,100000,3,512,66.07531425781251,56.741,376.104,703.606,19.5474,12800,7094,3,0,11059,6818,0,0,55.421875,0.0234375,53.265625,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.5,100000,3,512,64.63318203124999,58.2942,151.596,170.666,19.4867,12800,7097,4,0,11528,6913,0,0,55.4453125,0.03125,54.0078125,0.0
tornado,1024,m,fpar,fpar,oblivious,0.5,100000,4,512,86.3824080078125,58.3083,754.477,5078.02,19.4816,12800,6656,21,0,11018,6103,0,0,52.0,0.1640625,47.6796875,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.5,100000,4,512,66.13052988281248,60.4064,166.32,346.49,19.6096,12800,6770,8,0,11599,6418,0,0,52.890625,0.0625,50.140625,0.0
tornado,1024,m,fpar,fpar,oblivious,0.5,100000,5,512,94.6150298828125,51.8766,855.073,8562.87,19.4867,12800,6124,27,0,11092,5554,0,0,47.84375,0.2109375,43.390625,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.5,100000,5,512,63.229032031250036,59.0637,155.419,192.657,19.4816,12800,6972,2,0,11535,6804,0,0,54.46875,0.015625,53.15625,0.0
tornado,1024,m,fpar,fpar,oblivious,0.5,500000,1,512,392.93898886718745,196.746,6352.22,20191.5,53.081,62976,17806,170,0,54754,15006,0,0,28.274263211382113,0.2699441056910569,23.828125,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.5,500000,1,512,218.33034414062493,206.696,379.386,1485.71,51.9834,62976,17574,64,0,56200,16652,0,0,27.905868902439025,0.1016260162601626,26.441819105691057,0.0
tornado,1024,m,fpar,fpar,oblivious,0.5,500000,2,512,561.0289248046876,205.714,9154.42,48953.3,52.9794,62976,19767,305,0,55497,15896,0,0,31.388147865853657,0.4843114837398374,25.241361788617887,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.5,500000,2,512,219.02704882812492,208.868,369.254,1635.08,52.3264,62976,17851,41,0,56161,16963,0,0,28.345719004065042,0.06510416666666667,26.935658028455286,0.0
tornado,1024,m,fpar,fpar,oblivious,0.5,500000,3,512,289.68045292968765,207.16,929.519,10554.6,52.311,62976,17329,82,0,54592,15917,0,0,27.51683180894309,0.13020833333333334,25.27470782520325,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.5,500000,3,512,230.31174199218728,212.698,462.198,525.274,52.311,62976,17813,43,0,56340,17245,0,0,28.28537855691057,0.06827997967479675,27.383447662601625,0.0
tornado,1024,m,fpar,fpar,oblivious,0.5,500000,4,512,558.0587351562499,204.08,4073.66,71521.9,52.6883,62976,19499,353,0,54688,15383,0,0,30.962588922764226,0.5605309959349594,24.42676575203252,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.5,500000,4,512,223.18746347656247,213.238,459.231,520.535,52.3571,62976,17792,54,0,55445,17006,0,0,28.252032520325205,0.0857469512195122,27.00393800813008,0.0
tornado,1024,m,fpar,fpar,oblivious,0.5,500000,5,512,508.4116226562501,196.575,3760.88,42718.0,52.7395,62976,19156,211,0,54850,15560,0,0,30.41793699186992,0.33504827235772355,24.707825203252032,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.5,500000,5,512,229.51396777343746,209.613,616.462,1070.17,52.2394,62976,17671,44,0,56210,17046,0,0,28.059895833333332,0.06986788617886179,27.067454268292682,0.0
tornado,1024,m,fpar,fpar,oblivious,0.5,2000000,1,511,1591.8047064579264,761.232,28434.4,84494.7,177.775,250735,28589,1984,0,221908,15450,0,0,11.40207789100046,0.7912736554529682,6.161884060861069,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.5,2000000,1,512,805.6932187500007,770.366,1484.34,2737.51,173.862,250880,17651,108,0,223816,16763,0,0,7.0356345663265305,0.043048469387755105,6.681680484693878,0.0
tornado,1024,m,fpar,fpar,oblivious,0.5,2000000,2,510,1455.9373549019608,801.061,38883.7,52678.8,176.695,250652,30741,2082,0,225490,15970,0,0,12.264414407225955,0.8306337072913841,6.37138343200932,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.5,2000000,2,512,812.492142578126,795.876,1370.65,2326.54,175.011,250880,18035,98,0,223617,17049,0,0,7.188695790816326,0.0390625,6.795679209183674,0.0
tornado,1024,m,fpar,fpar,oblivious,0.5,2000000,3,512,1233.1189296875002,806.841,2233.46,89781.4,176.55,250880,22854,922,0,222304,15918,0,0,9.10953443877551,0.3675063775510204,6.344866071428571,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.5,2000000,3,512,873.0793515624999,807.684,1866.49,1974.17,174.656,250880,17908,102,0,224519,17300,0,0,7.138073979591836,0.04065688775510204,6.895727040816326,0.0
tornado,1024,m,fpar,fpar,oblivious,0.5,2000000,4,512,1710.3435664062504,802.621,28957.1,95752.7,177.824,250880,29160,2260,0,222165,15429,0,0,11.623086734693878,0.9008290816326531,6.149952168367347,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.5,2000000,4,512,838.5650273437495,806.875,1880.41,1982.96,174.738,250880,17965,133,0,223279,16891,0,0,7.160794005102041,0.053013392857142856,6.732700892857143,0.0
tornado,1024,m,fpar,fpar,oblivious,0.5,2000000,5,511,1567.8985616438354,761.633,31818.8,98116.8,175.221,250814,30326,1978,0,223446,15676,0,0,12.091031601106796,0.7886322135128023,6.250049837728357,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.5,2000000,5,512,875.5852265624997,811.475,2390.22,3102.24,174.369,250880,17810,82,0,224604,16995,0,0,7.099011479591836,0.03268494897959184,6.774154974489796,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.5,10000000,1,512,3942.0583574218736,3828.81,7455.35,8142.83,823.887,1253376,17685,118,0,1167061,16860,0,0,1.410989200367647,0.009414573120915032,1.3451669730392157,0.0
