pattern,nodes,size,strat_label,strat,load_balancing_algo,extra_flags,load_fraction,flowsize,seed,duration_s,n_flows,fct_mean,fct_p50,fct_p99,fct_max,fct_min,new,rtx,rts,bounced,acks,nacks,pulls,sleek_pkts,rtx_rate_pct,rts_rate_pct,nack_rate_pct,bounced_rate_pct
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.25,500000,5,2.0,275,145.403734909091,146.483,314.581,343.928,51.9834,33825,6095,0,0,26305,6044,0,0,18.019216555801922,0.0,17.868440502586843,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.25,500000,5,1.68,275,142.51121272727272,140.276,297.039,305.007,51.9834,33825,6222,0,0,28947,6182,0,0,18.394678492239468,0.0,18.276422764227643,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.25,500000,5,1.64,275,142.84171745454537,141.654,290.456,307.508,51.9834,33825,6295,0,0,28959,6253,0,0,18.61049519586105,0.0,18.48632668144863,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.25,500000,5,0.61,275,139.1506294545454,134.175,277.974,318.846,51.9834,33825,6260,0,0,29653,6260,0,0,18.507021433850703,0.0,18.507021433850703,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.25,2000000,1,4.22,275,587.2536727272726,534.986,1176.52,1259.65,173.862,134750,5328,36,0,66807,5200,0,0,3.9539888682745827,0.02671614100185529,3.8589981447124306,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.25,2000000,1,6.74,275,562.4408363636364,508.474,1166.94,1171.92,173.862,134750,5800,68,0,73992,5581,0,0,4.304267161410019,0.05046382189239332,4.141743970315399,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.25,2000000,1,10.91,275,537.8810436363641,493.404,1152.47,1178.9,173.862,134750,6183,116,0,101889,5804,0,0,4.588497217068646,0.08608534322820037,4.307235621521336,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.25,2000000,1,15.47,275,533.001829090909,492.8,1151.29,1154.34,173.862,134750,6486,114,0,118254,5966,0,0,4.813358070500928,0.08460111317254175,4.427458256029684,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.25,2000000,1,15.15,275,514.57228,468.284,1133.92,1160.61,174.526,134750,7447,112,0,117947,6881,0,0,5.526530612244898,0.08311688311688312,5.106493506493506,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.25,2000000,1,1.8,275,519.9722909090913,498.424,1242.72,1328.87,173.862,134750,6333,0,0,116563,6333,0,0,4.699814471243043,0.0,4.699814471243043,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.25,2000000,2,2.0,275,578.8017490909091,541.221,1180.43,1189.46,173.862,134750,5488,15,0,66799,5457,0,0,4.072727272727272,0.011131725417439703,4.049721706864564,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.25,2000000,2,2.99,275,556.713196363636,524.418,1152.9,1163.53,173.862,134750,5997,19,0,73023,5939,0,0,4.450463821892393,0.014100185528756958,4.407421150278293,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.25,2000000,2,4.99,275,533.9475454545451,507.036,1055.07,1168.77,173.862,134750,6369,52,0,102091,6243,0,0,4.726530612244898,0.038589981447124305,4.633024118738405,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.25,2000000,2,7.01,275,534.4013272727269,499.254,1134.07,1151.89,173.862,134750,6555,42,0,121212,6364,0,0,4.8645640074211505,0.03116883116883117,4.722820037105752,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.25,2000000,2,6.44,275,515.4101381818183,499.305,1039.68,1150.55,173.862,134750,7522,39,0,120840,7338,0,0,5.582189239332097,0.02894248608534323,5.445640074211503,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.25,2000000,2,1.62,275,547.5779418181819,499.259,1138.95,1200.56,173.862,134750,6526,0,0,117103,6526,0,0,4.8430426716141,0.0,4.8430426716141,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.25,2000000,3,2.9,275,573.9994909090908,539.46,1084.69,1205.83,173.862,134750,5499,33,0,67069,5413,0,0,4.080890538033395,0.024489795918367346,4.017068645640074,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.25,2000000,3,4.3,275,542.3495890909088,517.924,1136.6,1164.11,173.862,134750,5894,58,0,73918,5739,0,0,4.374025974025974,0.043042671614100185,4.2589981447124305,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.25,2000000,3,8.73,275,514.5769236363639,491.226,1090.98,1178.52,173.862,134750,6256,109,0,103817,5951,0,0,4.642671614100186,0.08089053803339517,4.416326530612245,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.25,2000000,3,10.38,275,516.2027418181821,496.754,1139.72,1155.38,173.862,134750,6441,68,0,123756,6080,0,0,4.779962894248609,0.05046382189239332,4.512059369202226,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.25,2000000,3,10.61,275,498.545858181818,492.831,1022.15,1152.75,173.862,134750,7406,67,0,122380,7022,0,0,5.496103896103896,0.04972170686456401,5.21113172541744,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.25,2000000,3,1.54,275,526.7212581818184,499.233,1267.3,1316.63,173.862,134750,6162,0,0,117593,6162,0,0,4.57291280148423,0.0,4.57291280148423,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.25,2000000,4,2.94,275,562.3527199999999,532.832,1195.07,1199.39,173.862,134750,5230,29,0,66078,5161,0,0,3.88126159554731,0.021521335807050092,3.8300556586270873,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.25,2000000,4,4.59,275,536.0698945454543,505.619,1157.37,1174.58,173.862,134750,5661,57,0,72602,5502,0,0,4.201113172541744,0.042300556586270875,4.083116883116883,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.25,2000000,4,9.29,275,515.1256690909091,491.678,1151.68,1187.85,173.862,134750,5995,97,0,102067,5688,0,0,4.448979591836735,0.07198515769944341,4.221150278293136,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.25,2000000,4,13.79,275,516.2080618181817,494.767,1147.19,1184.84,173.862,134750,6272,86,0,120308,5818,0,0,4.654545454545454,0.06382189239332096,4.317625231910946,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.25,2000000,4,13.9,275,497.7527018181819,478.56,1141.22,1161.45,173.862,134750,7202,83,0,119780,6753,0,0,5.344712430426716,0.06159554730983302,5.0115027829313545,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.25,2000000,4,1.74,275,591.8524872727273,532.011,1165.97,1226.8,173.862,134750,6923,0,0,116143,6923,0,0,5.137662337662338,0.0,5.137662337662338,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.25,2000000,5,2.37,275,582.4534618181818,561.824,1184.16,1214.91,173.862,134750,5447,17,0,66632,5402,0,0,4.042300556586271,0.01261595547309833,4.008905380333951,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.25,2000000,5,2.84,275,557.0753745454545,537.39,1173.58,1204.24,173.862,134750,5898,30,0,72906,5823,0,0,4.376994434137291,0.022263450834879406,4.321335807050093,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.25,2000000,5,5.74,275,534.3202436363638,514.898,1129.57,1186.68,174.194,134750,6189,39,0,100542,6043,0,0,4.592949907235622,0.02894248608534323,4.484601113172542,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.25,2000000,5,7.35,275,537.5933781818186,502.982,1134.55,1166.2,173.862,134750,6387,37,0,119058,6159,0,0,4.739888682745826,0.027458256029684602,4.570686456400742,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.25,2000000,5,6.95,275,513.9462727272727,499.32,1150.07,1157.27,173.862,134750,7297,25,0,118072,7096,0,0,5.415213358070501,0.01855287569573284,5.2660482374768085,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.25,2000000,5,1.69,275,515.6616654545456,496.1,1083.58,1154.32,173.862,134750,6247,0,0,115271,6247,0,0,4.635992578849722,0.0,4.635992578849722,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.25,10000000,1,9.12,275,2966.9860072727247,2609.11,5893.0,5918.91,823.887,673200,5355,63,0,307391,5200,0,0,0.7954545454545454,0.009358288770053475,0.7724301841948901,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.25,10000000,1,12.14,275,2851.035974545454,2485.68,5733.27,5753.79,823.887,673200,5805,80,0,373059,5581,0,0,0.8622994652406417,0.011883541295306001,0.8290255496137849,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.25,10000000,1,18.78,275,2767.098330909091,2459.1,5676.48,5715.22,823.887,673200,6272,187,0,553293,5804,0,0,0.9316696375519905,0.027777777777777776,0.8621509209744503,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.25,10000000,1,35.96,275,2532.8603490909095,2381.8,5662.54,5704.75,824.219,673200,8032,682,0,594371,5966,0,0,1.1931075460487226,0.10130718954248366,0.8862150920974451,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.25,10000000,1,46.19,275,2471.6286399999985,2275.44,5696.87,5708.7,825.879,673200,13920,733,0,591669,11476,0,0,2.0677361853832443,0.10888294711824123,1.7046939988116458,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.25,10000000,1,7.57,275,2539.5610363636356,2449.33,6303.88,6529.24,823.887,673200,6333,0,0,605084,6333,0,0,0.9407308377896613,0.0,0.9407308377896613,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.25,10000000,2,6.43,275,2876.6346618181838,2605.69,5792.52,5903.2,823.887,673200,5503,30,0,301656,5457,0,0,0.8174390968508616,0.004456327985739751,0.8106060606060606,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.25,10000000,2,7.83,275,2759.963567272727,2474.73,5672.28,5795.44,823.887,673200,5999,21,0,369657,5939,0,0,0.8911170528817588,0.0031194295900178253,0.8822043969102793,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.25,10000000,2,11.3,275,2697.598738181818,2456.34,5618.22,5726.77,823.887,673200,6376,55,0,556190,6243,0,0,0.9471182412358883,0.008169934640522876,0.9273618538324421,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.25,10000000,2,25.7,275,2526.8229163636342,2438.58,5401.78,5714.91,823.887,673200,7239,327,0,606181,6364,0,0,1.0753119429590017,0.04857397504456328,0.9453357100415924,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.25,10000000,2,26.84,275,2492.5001345454534,2449.6,4921.26,5702.78,823.887,673200,13114,325,0,603278,12155,0,0,1.9480095068330363,0.04827688651218063,1.8055555555555556,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.25,10000000,2,7.86,275,2713.9644836363655,2452.72,5649.32,5727.93,823.887,673200,6526,0,0,607079,6526,0,0,0.9693998811645871,0.0,0.9693998811645871,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.25,10000000,3,9.0,275,2900.2601999999974,2603.34,5792.95,5920.03,823.887,673200,5540,67,0,302055,5413,0,0,0.8229352346999406,0.009952465834818775,0.8040701128936423,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.25,10000000,3,11.57,275,2764.4853636363628,2473.86,5654.53,5731.48,823.887,673200,5940,101,0,375167,5739,0,0,0.8823529411764706,0.015002970885323827,0.8524955436720143,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.25,10000000,3,16.93,275,2679.6339200000007,2460.4,5419.04,5730.12,823.887,673200,6340,176,0,565250,5951,0,0,0.9417706476530006,0.026143790849673203,0.8839869281045751,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.25,10000000,3,31.77,275,2422.5382581818194,2363.95,5189.31,5708.15,823.887,673200,7789,560,0,610370,6089,0,0,1.1570112893642306,0.08318478906714201,0.904486036838978,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.25,10000000,3,35.94,275,2413.4486545454547,2397.44,5115.03,5702.26,823.887,673200,13825,590,0,615359,11826,0,0,2.0536244800950683,0.08764111705288176,1.7566844919786095,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.25,10000000,3,7.67,275,2599.0645963636357,2449.31,6447.97,6517.35,823.887,673200,6162,0,0,611887,6162,0,0,0.9153297682709447,0.0,0.9153297682709447,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.25,10000000,4,16.9,275,2805.9282145454554,2598.01,5921.01,5942.82,823.887,673200,5258,56,0,297220,5161,0,0,0.7810457516339869,0.008318478906714201,0.7666369578134284,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.25,10000000,4,13.84,275,2678.501098181817,2472.58,5710.23,5766.88,823.887,673200,5668,63,0,365682,5502,0,0,0.8419489007724302,0.009358288770053475,0.8172905525846702,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.25,10000000,4,17.96,275,2625.950003636365,2455.17,5684.43,5732.12,823.887,673200,6022,127,0,556754,5688,0,0,0.8945335710041592,0.018865121806298277,0.8449197860962567,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.25,10000000,4,36.46,275,2426.8662909090895,2347.14,5680.52,5710.07,823.887,673200,7681,622,0,601609,5818,0,0,1.1409685086155674,0.09239453357100416,0.8642305407011289,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.25,10000000,4,38.07,275,2404.534156363636,2345.98,5668.75,5706.67,823.887,673200,13724,646,0,601331,11487,0,0,2.0386215092097446,0.09595959595959595,1.7063279857397504,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.25,10000000,4,8.91,275,2944.444072727272,2695.34,5724.64,5730.23,823.887,673200,6923,0,0,603424,6923,0,0,1.0283719548425432,0.0,1.0283719548425432,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.25,10000000,5,8.28,275,2894.191465454546,3019.11,5909.83,5970.36,823.887,673200,5469,37,0,302268,5404,0,0,0.8123885918003565,0.005496137849079026,0.8027332144979203,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.25,10000000,5,9.38,275,2778.5488800000026,2864.86,5722.5,5770.26,823.887,673200,5896,30,0,367525,5823,0,0,0.8758169934640523,0.004456327985739751,0.8649732620320856,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.25,10000000,5,12.17,275,2718.0054400000004,2478.2,5690.33,5722.86,824.219,673200,6205,64,0,547898,6043,0,0,0.9217171717171717,0.009506833036244802,0.8976530005941771,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.25,10000000,5,20.93,275,2546.5044981818182,2454.84,5613.37,5736.55,825.215,673200,7217,314,0,595704,6159,0,0,1.0720439691027925,0.04664289958407605,0.9148841354723708,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.25,10000000,5,22.53,275,2485.1659527272714,2449.66,5631.11,5703.35,823.887,673200,12910,319,0,594845,11716,0,0,1.917706476530006,0.04738562091503268,1.7403446226975638,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.25,10000000,5,6.78,275,2553.6616290909096,2443.57,5406.73,5715.81,823.887,673200,6247,0,0,600978,6247,0,0,0.9279560308972074,0.0,0.9279560308972074,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.5,500000,1,6.8,550,241.77348909090904,231.366,484.309,560.111,52.9794,67650,15268,20,0,49427,15035,0,0,22.56910569105691,0.029563932002956393,22.22468588322247,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.5,500000,1,7.2,550,237.2632276363636,225.96,457.095,490.698,53.6434,67650,16644,12,0,51305,16404,0,0,24.60310421286031,0.017738359201773836,24.248337028824835,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.5,500000,1,7.08,550,224.1605989090908,211.837,453.154,473.703,52.6474,67650,17433,5,0,56246,17211,0,0,25.76940133037694,0.007390983000739098,25.441241685144124,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.5,500000,1,6.83,550,217.84944727272716,201.872,453.214,469.056,52.7136,67650,17793,3,0,61101,17565,0,0,26.301552106430155,0.004434589800443459,25.964523281596453,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.5,500000,1,7.38,550,218.36352618181834,205.963,445.721,472.538,53.3114,67650,18275,0,0,61566,18041,0,0,27.014042867701406,0.0,26.668144863266814,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.5,500000,1,1.3,550,223.0419129090908,214.151,426.192,462.857,51.9834,67650,19444,0,0,61829,19444,0,0,28.742054693274206,0.0,28.742054693274206,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.5,500000,2,10.04,550,242.5126854545456,237.375,503.178,694.404,52.4866,67650,15698,10,0,49403,15435,0,0,23.20473022912047,0.014781966001478197,22.815964523281597,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.5,500000,2,15.54,550,259.600910181818,233.613,494.652,11439.9,52.311,67650,17248,43,0,51511,16891,0,0,25.495934959349594,0.06356245380635625,24.968218773096822,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.5,500000,2,11.39,550,225.44600636363614,213.889,489.864,535.449,52.6328,67650,17901,7,0,56256,17636,0,0,26.46119733924612,0.010347376201034738,26.06947524020695,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.5,500000,2,12.49,550,220.53765018181798,203.955,488.049,949.328,52.3418,67650,18292,7,0,61138,18007,0,0,27.039172209903917,0.010347376201034738,26.617886178861788,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.5,500000,2,13.16,550,221.34908618181834,211.848,485.567,781.441,52.5224,67650,18758,1,0,62177,18480,0,0,27.7280118255728,0.0014781966001478197,27.317073170731707,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.5,500000,2,1.34,550,232.7119890909091,222.24,432.238,488.372,52.2496,67650,19536,0,0,61965,19536,0,0,28.878048780487806,0.0,28.878048780487806,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.5,500000,3,15.96,550,252.8381692727271,242.107,486.722,1169.22,52.1714,67650,15963,25,0,49419,15583,0,0,23.596452328159646,0.03695491500369549,23.034737620103474,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.5,500000,3,15.19,550,246.88329854545475,240.548,469.983,793.561,51.9834,67650,17258,19,0,51406,16875,0,0,25.510716925351073,0.028085735402808575,24.944567627494457,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.5,500000,3,15.46,550,233.1086936363636,218.951,472.324,801.142,51.9834,67650,17890,7,0,55689,17541,0,0,26.444937176644494,0.010347376201034738,25.929046563192905,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.5,500000,3,14.2,550,227.24802890909095,209.473,477.808,1063.15,51.9834,67650,18259,7,0,60372,17911,0,0,26.99039172209904,0.010347376201034738,26.4759793052476,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.5,500000,3,16.06,550,228.6250129090909,217.643,467.09,1083.63,51.9834,67650,18804,7,0,61252,18428,0,0,27.7960088691796,0.010347376201034738,27.24020694752402,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.5,500000,3,1.43,550,221.27798599999988,206.278,453.868,471.55,52.2035,67650,19457,0,0,62228,19457,0,0,28.761271249076128,0.0,28.761271249076128,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.5,500000,4,9.31,550,230.66252890909095,229.719,389.09,454.985,53.593,67650,15713,19,0,48742,15458,0,0,23.22690317812269,0.028085735402808575,22.849963045084998,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.5,500000,4,9.67,550,228.7012278181818,223.854,386.494,840.582,54.001,67650,16903,9,0,50713,16661,0,0,24.985957132298594,0.013303769401330377,24.628233555062824,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.5,500000,4,10.33,550,215.93997381818184,203.346,380.31,462.915,54.1678,67650,17533,7,0,55552,17299,0,0,25.917220990391723,0.010347376201034738,25.57132298595713,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.5,500000,4,10.44,550,209.25265000000005,200.454,374.742,391.458,53.4723,67650,17964,8,0,60585,17721,0,0,26.554323725055433,0.011825572801182557,26.195121951219512,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.5,500000,4,11.15,550,211.58826963636363,208.129,377.253,393.018,53.7765,67650,18334,4,0,61389,18096,0,0,27.101256467110126,0.005912786400591279,26.749445676274945,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.5,500000,4,1.32,550,235.097056,214.547,510.915,593.77,51.9834,67650,19622,0,0,61960,19622,0,0,29.005173688100516,0.0,29.005173688100516,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.5,500000,5,9.69,550,250.25178381818182,240.25,466.792,919.288,52.7344,67650,15931,15,0,50067,15670,0,0,23.549150036954916,0.022172949002217297,23.163340724316335,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.5,500000,5,12.87,550,269.9356419999998,240.072,468.751,12771.0,52.4493,67650,17445,33,0,52006,17087,0,0,25.787139689578716,0.04878048780487805,25.257945306725794,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.5,500000,5,9.52,550,233.1962980000001,218.194,463.139,522.255,52.7498,67650,18119,6,0,56460,17861,0,0,26.783444198078346,0.008869179600886918,26.402069475240207,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.5,500000,5,10.14,550,228.362786727273,210.328,458.899,855.933,52.725,67650,18500,4,0,61987,18246,0,0,27.346637102734665,0.005912786400591279,26.97117516629712,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.5,500000,5,10.76,550,227.95721090909095,215.012,451.375,777.532,52.7301,67650,18955,5,0,62156,18700,0,0,28.019216555801922,0.007390983000739098,27.642276422764226,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.5,500000,5,1.38,550,225.78840981818206,214.297,426.403,441.137,52.3162,67650,19493,0,0,62033,19493,0,0,28.81448632668145,0.0,28.81448632668145,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.5,2000000,1,10.96,550,940.3480599999998,869.723,1822.13,1859.84,174.864,269500,15404,118,0,163144,15071,0,0,5.715769944341373,0.0437847866419295,5.592207792207792,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.5,2000000,1,16.59,550,902.9398872727273,843.713,1811.9,1848.58,177.514,269500,17015,180,0,180059,16500,0,0,6.313543599257885,0.06679035250463822,6.122448979591836,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.5,2000000,1,26.79,550,851.713878181818,799.566,1786.31,1839.96,175.854,269500,18042,233,0,225345,17221,0,0,6.694619666048237,0.08645640074211502,6.389981447124304,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.5,2000000,1,38.76,550,840.9536800000001,798.078,1757.16,1857.18,176.518,269500,18732,242,0,251433,17599,0,0,6.950649350649351,0.08979591836734693,6.5302411873840445,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.5,2000000,1,36.82,550,807.3705127272725,769.82,1736.18,1804.28,177.846,269500,21806,203,0,251223,20626,0,0,8.091280148423005,0.07532467532467532,7.653432282003711,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.5,2000000,1,3.99,550,869.4830672727273,829.007,1688.76,1816.4,173.862,269500,19436,0,0,249333,19436,0,0,7.211873840445269,0.0,7.211873840445269,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.5,2000000,2,18.26,550,936.8828945454537,901.016,1955.49,2357.54,174.472,269500,15770,117,0,162313,15438,0,0,5.851576994434137,0.04341372912801484,5.728385899814471,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.5,2000000,2,28.02,550,914.8041763636361,892.851,1915.87,2012.47,174.497,269500,17477,157,0,181714,16967,0,0,6.484972170686456,0.05825602968460111,6.295732838589982,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.5,2000000,2,38.43,550,861.4196381818178,827.533,1899.22,4719.41,174.932,269500,18482,268,0,227895,17633,0,0,6.8578849721706865,0.09944341372912802,6.542857142857143,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.5,2000000,2,46.6,550,847.3547636363635,826.415,1872.14,1989.49,175.247,269500,19114,235,0,252816,18017,0,0,7.092393320964749,0.08719851576994433,6.685343228200371,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.5,2000000,2,55.66,550,816.3991563636359,799.522,1806.22,1970.28,177.264,269500,22209,209,0,253414,21091,0,0,8.240816326530613,0.07755102040816327,7.825974025974026,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.5,2000000,2,3.77,550,914.3744690909086,889.689,1666.3,1853.61,174.374,269500,19530,0,0,250195,19530,0,0,7.246753246753247,0.0,7.246753246753247,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.5,2000000,3,26.12,550,979.5995254545455,953.122,1853.21,2155.93,173.862,269500,16118,148,0,164701,15630,0,0,5.980705009276438,0.054916512059369205,5.799628942486085,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.5,2000000,3,48.09,550,1046.8966818181816,952.763,1876.54,49364.7,173.862,269500,18118,489,0,183611,16953,0,0,6.722820037105752,0.18144712430426715,6.290538033395176,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.5,2000000,3,53.54,550,893.2651054545463,861.772,1795.88,2596.46,174.496,269500,18700,324,0,228083,17546,0,0,6.938775510204081,0.12022263450834879,6.510575139146567,0.0
