pattern,nodes,size,strat_label,strat,load_balancing_algo,extra_flags,load_fraction,flowsize,seed,duration_s,n_flows,fct_mean,fct_p50,fct_p99,fct_max,fct_min,new,rtx,rts,bounced,acks,nacks,pulls,sleek_pkts,rtx_rate_pct,rts_rate_pct,nack_rate_pct,bounced_rate_pct
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.5,2000000,3,50.48,550,884.333429090909,832.53,1800.83,2149.4,174.108,269500,19167,264,0,249877,17914,0,0,7.1120593692022265,0.09795918367346938,6.6471243042671615,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.5,2000000,3,52.82,550,845.3333672727271,818.152,1797.63,2287.07,174.036,269500,22247,227,0,250967,20971,0,0,8.254916512059369,0.08423005565862708,7.781447124304267,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.5,2000000,3,3.8,550,866.5568727272732,807.641,1667.33,1803.31,174.354,269500,19449,0,0,251040,19449,0,0,7.216697588126159,0.0,7.216697588126159,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.5,2000000,4,15.22,550,903.5800763636367,878.406,1524.33,1576.55,177.025,269500,15823,142,0,161991,15479,0,0,5.8712430426716145,0.05269016697588126,5.743599257884973,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.5,2000000,4,23.09,550,875.6562800000004,866.746,1490.95,1796.14,179.343,269500,17236,190,0,178531,16677,0,0,6.395547309833024,0.07050092764378478,6.188126159554731,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.5,2000000,4,37.7,550,819.6040181818174,811.754,1456.84,1532.27,178.214,269500,18237,238,0,226086,17337,0,0,6.766975881261596,0.08831168831168831,6.4330241187384045,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.5,2000000,4,43.11,550,809.2443890909085,805.599,1476.42,1493.66,180.619,269500,18901,230,0,251031,17786,0,0,7.013358070500928,0.08534322820037106,6.599628942486086,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.5,2000000,4,46.05,550,779.5201145454553,780.781,1470.45,1476.74,179.417,269500,21783,207,0,250762,20678,0,0,8.082745825602968,0.07680890538033396,7.672727272727273,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.5,2000000,4,4.29,550,937.7146472727273,900.434,1997.97,2169.65,173.862,269500,19617,0,0,251912,19617,0,0,7.279035250463822,0.0,7.279035250463822,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.5,2000000,5,15.52,550,962.431130909091,929.517,1834.4,1902.97,175.072,269500,15977,111,0,163675,15674,0,0,5.928385899814471,0.041187384044526903,5.81595547309833,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.5,2000000,5,35.34,550,1026.566963636364,930.983,1807.6,48578.0,175.771,269500,18084,383,0,183278,17176,0,0,6.710204081632653,0.14211502782931354,6.373283858998144,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.5,2000000,5,32.04,550,895.7690854545455,855.642,1786.8,3302.28,177.808,269500,18654,239,0,228949,17860,0,0,6.921706864564007,0.08868274582560297,6.6270871985157696,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.5,2000000,5,37.12,550,883.9561018181824,854.302,1759.7,2019.83,176.627,269500,19241,203,0,253373,18252,0,0,7.139517625231911,0.07532467532467532,6.772541743970315,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.5,2000000,5,39.09,550,842.4749945454548,811.492,1743.3,1811.39,175.421,269500,22364,198,0,254047,21327,0,0,8.298330241187385,0.07346938775510205,7.913543599257885,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.5,2000000,5,3.58,550,876.0384254545454,840.007,1622.08,1679.06,174.694,269500,19485,0,0,251046,19485,0,0,7.230055658627087,0.0,7.230055658627087,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.5,10000000,1,26.07,550,4861.318292727272,4702.28,9100.99,9179.05,824.888,1346400,15970,511,0,785277,15195,0,0,1.1861259655377303,0.03795306001188354,1.1285650623885919,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.5,10000000,1,38.33,550,4739.139510909089,4570.7,8941.73,9082.3,827.539,1346400,17660,547,0,924632,16727,0,0,1.3116458704693998,0.040626856803327394,1.2423499702911467,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.5,10000000,1,53.34,550,4510.086276363637,4087.43,8896.54,8993.55,829.531,1346400,19051,849,0,1207091,17224,0,0,1.4149584076054664,0.06305704099821748,1.279263220439691,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.5,10000000,1,105.84,550,3971.7756181818186,3868.49,8719.45,8968.84,835.175,1346400,22680,1699,0,1258555,17660,0,0,1.6844919786096257,0.1261883541295306,1.3116458704693998,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.5,10000000,1,148.98,550,3959.1068709090896,3872.04,8840.15,8962.39,842.822,1346400,40759,1733,0,1268770,35167,0,0,3.027257872846108,0.12871360665478312,2.6119281045751634,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.5,10000000,1,16.26,550,4379.316949090907,4112.05,8713.69,8968.59,823.887,1346400,19436,0,0,1298082,19436,0,0,1.4435531788472964,0.0,1.4435531788472964,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.5,10000000,2,62.14,550,4797.379474545455,4852.21,9776.77,10007.1,825.423,1346400,16220,436,0,783237,15519,0,0,1.2046939988116458,0.03238265002970885,1.1526292335115864,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.5,10000000,2,90.53,550,4690.064692727275,4712.84,9695.88,9873.49,826.163,1346400,18137,526,0,924034,17160,0,0,1.3470736779560308,0.03906714200831848,1.2745098039215685,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.5,10000000,2,108.25,550,4560.12220909091,4558.7,9551.04,9773.34,827.667,1346400,18690,442,0,1212531,17645,0,0,1.3881461675579323,0.03282828282828283,1.310531788472965,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.5,10000000,2,205.51,550,4012.109274545455,3964.92,8955.94,9777.64,827.959,1346400,23046,1768,0,1270218,18053,0,0,1.7116755793226381,0.13131313131313133,1.3408348187759953,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.5,10000000,2,222.9,550,3975.0907599999978,3902.91,8959.32,9769.8,833.481,1346400,41007,1805,0,1278239,35459,0,0,3.0456773618538326,0.13406120023767082,2.633615567439097,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.5,10000000,2,16.83,550,4580.570256363641,4555.45,8719.34,8967.47,825.587,1346400,19530,0,0,1297962,19530,0,0,1.4505347593582887,0.0,1.4505347593582887,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.5,10000000,3,82.7,550,5051.380081818179,4921.01,9467.76,10536.1,823.887,1346400,16964,654,0,792718,15854,0,0,1.2599524658348187,0.04857397504456328,1.1775103980986334,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.5,10000000,3,99.31,550,4939.299012727275,4839.94,9090.07,10461.2,823.887,1346400,18772,769,0,929341,17385,0,0,1.3942364824717766,0.05711527035056447,1.2912210338680927,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.5,10000000,3,132.64,550,4687.352239999996,4604.02,8962.16,14584.8,823.887,1346400,19829,1034,0,1201652,17548,0,0,1.4727421271538919,0.07679738562091504,1.3033273915626857,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.5,10000000,3,227.21,550,4172.42006909091,4013.41,9375.69,9783.23,823.887,1346400,23455,1867,0,1255717,17975,0,0,1.7420528817587642,0.1386660724896019,1.3350415923945336,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.5,10000000,3,251.32,550,4154.72232727273,4053.65,8962.39,9966.34,823.931,1346400,42694,1864,0,1269243,36357,0,0,3.170974450386215,0.1384432560903149,2.7003119429590017,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.5,10000000,3,16.56,550,4342.818143636367,4043.47,8202.08,8963.34,825.311,1346400,19449,0,0,1299042,19449,0,0,1.4445187165775402,0.0,1.4445187165775402,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.5,10000000,4,41.75,550,4655.625812727273,4750.86,7544.73,7677.31,828.387,1346400,16178,375,0,779164,15591,0,0,1.201574569221628,0.02785204991087344,1.1579768270944741,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.5,10000000,4,58.24,550,4534.364947272729,4724.63,7310.04,7447.81,831.004,1346400,17609,465,0,918415,16731,0,0,1.3078579916815212,0.03453654188948307,1.2426470588235294,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.5,10000000,4,80.16,550,4344.185932727275,4349.81,7258.1,7383.7,835.12,1346400,18904,745,0,1208215,17337,0,0,1.404040404040404,0.055332739156268566,1.2876559714795008,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.5,10000000,4,117.48,550,3821.7241072727275,3798.4,7146.73,7339.02,842.536,1346400,22653,1523,0,1259878,17811,0,0,1.6824866310160427,0.113116458704694,1.3228609625668448,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.5,10000000,4,132.73,550,3824.3067963636363,3852.64,7222.08,7331.03,838.209,1346400,40196,1547,0,1268970,34991,0,0,2.9854426619132504,0.1148989898989899,2.598856209150327,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.5,10000000,4,17.35,550,4708.011227272724,4530.22,10271.4,10585.7,823.887,1346400,19617,0,0,1298515,19617,0,0,1.4569964349376114,0.0,1.4569964349376114,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.5,10000000,5,49.41,550,4903.649338181815,4819.99,9126.86,9214.9,826.403,1346400,16437,407,0,789424,15814,0,0,1.2208110516934045,0.03022875816993464,1.1745395127748068,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.5,10000000,5,58.61,549,4804.431060109291,4774.47,8988.58,9059.75,827.175,1344962,19197,798,0,925391,17568,0,0,1.4273265713083343,0.05933253132802265,1.3062079077327091,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.5,10000000,5,63.75,550,4656.897169090904,4573.34,8905.02,9146.06,832.952,1346400,19000,459,0,1215370,17861,0,0,1.4111705288175875,0.03409090909090909,1.326574569221628,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.5,10000000,5,109.48,550,4154.60205090909,4078.78,8768.09,8965.72,834.312,1346400,22629,1472,0,1270574,18289,0,0,1.6807040998217468,0.10932857991681522,1.3583630421865716,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.5,10000000,5,151.52,550,4159.895298181821,4075.82,8780.01,8963.2,835.062,1346400,41745,1458,0,1277229,36823,0,0,3.1004901960784315,0.10828877005347594,2.7349227569815806,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.5,10000000,5,15.87,550,4392.728041818179,4084.9,8015.82,8164.73,826.552,1346400,19485,0,0,1297996,19485,0,0,1.447192513368984,0.0,1.447192513368984,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.75,500000,1,21.67,825,326.8234170909092,320.494,652.733,1244.17,63.4024,101475,27642,58,0,77342,27159,0,0,27.24020694752402,0.057156935205715693,26.764227642276424,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.75,500000,1,25.52,825,342.76109369696974,319.55,647.84,17145.7,61.8629,101475,29714,83,0,80223,29070,0,0,29.28208918452821,0.08179354520817936,28.647450110864746,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.75,500000,1,23.98,825,312.0667813333337,296.123,654.831,2963.65,65.9142,101475,30663,21,0,85678,30134,0,0,30.21729490022173,0.020694752402069475,29.6959842325696,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.75,500000,1,23.74,825,299.4432241212122,278.236,625.653,921.873,63.9354,101475,31127,9,0,92292,30652,0,0,30.674550381867455,0.008869179600886918,30.206454791820647,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.75,500000,1,23.97,825,300.1158648484848,286.396,624.258,1373.7,63.4216,101475,32376,8,0,93083,31851,0,0,31.90539541759054,0.007883715200788372,31.3880266075388,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.75,500000,1,2.02,825,314.74139672727273,300.967,577.155,614.537,92.3133,101475,33587,0,0,94286,33587,0,0,33.09879280610988,0.0,33.09879280610988,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.75,500000,2,21.52,825,321.80684969696983,319.487,627.401,747.119,65.5266,101475,27584,50,0,77533,27192,0,0,27.183050012318304,0.04927322000492732,26.796747967479675,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.75,500000,2,23.12,825,318.59994218181845,317.895,610.588,851.753,63.251,101475,29670,36,0,80256,29245,0,0,29.238728750923872,0.03547671840354767,28.819906380881992,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.75,500000,2,24.19,825,302.249352121212,298.172,580.575,1436.02,65.8221,101475,30824,19,0,85693,30403,0,0,30.375954668637597,0.018723823601872382,29.96107415619611,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.75,500000,2,19.93,825,293.0951711515154,283.356,596.628,758.952,65.8067,101475,31372,6,0,92145,30943,0,0,30.9159891598916,0.005912786400591279,30.493224932249323,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.75,500000,2,22.6,825,293.20725672727275,286.729,555.181,630.965,63.7746,101475,32545,10,0,93054,32114,0,0,32.0719389012072,0.009854644000985464,31.64720374476472,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.75,500000,2,2.2,825,319.57080727272717,301.085,610.505,641.04,109.746,101475,33666,0,0,93965,33666,0,0,33.17664449371767,0.0,33.17664449371767,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.75,500000,3,21.68,825,329.6025166060607,321.272,592.703,2778.69,54.817,101475,27802,43,0,77053,27356,0,0,27.39788125153979,0.0423749692042375,26.958364129095838,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.75,500000,3,33.73,825,359.02045175757564,322.31,580.879,27435.1,53.8686,101475,30104,93,0,80783,29366,0,0,29.666420300566642,0.09164818920916482,28.939147573293916,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.75,500000,3,24.3,825,312.8584586666666,301.058,585.088,2860.91,53.2456,101475,30960,31,0,85366,30424,0,0,30.509977827051,0.03054939640305494,29.981768908598177,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.75,500000,3,27.96,825,300.40717103030266,285.513,574.213,718.443,54.7256,101475,31479,10,0,91920,30996,0,0,31.02143385070214,0.009854644000985464,30.545454545454547,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.75,500000,3,27.34,825,301.1907616969696,288.287,559.832,1701.85,53.7941,101475,32571,11,0,93141,32081,0,0,32.09756097560975,0.01084010840108401,31.61468341956147,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.75,500000,3,2.07,825,313.90574860606034,302.2,599.892,689.286,92.3184,101475,33675,0,0,94028,33675,0,0,33.18551367331855,0.0,33.18551367331855,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.75,500000,4,27.51,825,317.75004969696954,315.559,516.755,917.409,66.4656,101475,27549,51,0,76759,27047,0,0,27.148558758314856,0.05025868440502587,26.653855629465387,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.75,500000,4,41.42,825,352.75044145454547,314.286,530.87,19178.7,64.2981,101475,29791,172,0,79666,28908,0,0,29.357969943335796,0.16949987681695,28.48780487804878,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.75,500000,4,29.51,825,305.28198557575786,296.245,517.717,3860.01,66.9274,101475,30651,23,0,85188,30060,0,0,30.20546932742055,0.022665681202266568,29.623059866962308,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.75,500000,4,30.86,825,291.57458739393945,276.289,508.95,1523.47,61.8296,101475,31172,12,0,91528,30598,0,0,30.71889627987189,0.011825572801182557,30.153239714215324,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.75,500000,4,32.66,825,291.733376969697,283.564,502.585,2187.52,61.5968,101475,32361,12,0,92305,31771,0,0,31.89061345158906,0.011825572801182557,31.30918945553092,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.75,500000,4,2.14,825,322.5391132121211,314.384,597.412,639.571,52.4442,101475,33647,0,0,94222,33647,0,0,33.15792067011579,0.0,33.15792067011579,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.75,500000,5,23.95,825,338.2263441212122,329.734,619.297,1823.36,66.5917,101475,28063,60,0,77637,27534,0,0,27.655087459965507,0.059127864005912786,27.133776792313377,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.75,500000,5,27.16,825,342.7806528484848,324.786,621.431,7420.52,62.9394,101475,29990,64,0,81238,29400,0,0,29.554077358955407,0.06306972160630697,28.972653362897265,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.75,500000,5,24.87,825,322.46091078787884,303.171,613.543,3334.43,64.3818,101475,30970,25,0,85754,30447,0,0,30.519832471051984,0.02463661000246366,30.004434589800443,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.75,500000,5,24.65,825,308.0150049696971,291.472,613.293,1172.86,62.0226,101475,31459,8,0,92165,30966,0,0,31.001724562700172,0.007883715200788372,30.51589061345159,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.75,500000,5,27.52,825,305.25779696969687,294.783,592.115,1065.57,64.9928,101475,32712,9,0,93087,32187,0,0,32.23651145602365,0.008869179600886918,31.719142645971914,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.75,500000,5,2.03,825,304.5049256969697,295.015,545.167,593.394,92.2731,101475,33593,0,0,94007,33593,0,0,33.10470559251047,0.0,33.10470559251047,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.75,2000000,1,38.64,825,1316.4495442424254,1300.38,2578.9,3117.33,345.263,404250,28109,296,0,275900,27357,0,0,6.953370439084725,0.07322201607915893,6.7673469387755105,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.75,2000000,1,81.22,825,1363.400467878789,1283.86,2571.87,62190.3,337.587,404250,31427,799,0,303262,29696,0,0,7.774149659863945,0.19764996907854052,7.345949288806431,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.75,2000000,1,82.68,825,1216.9403636363636,1208.42,2526.71,5021.27,249.06,404250,31816,497,0,353463,30191,0,0,7.870377241805813,0.12294372294372294,7.468398268398269,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.75,2000000,1,82.18,825,1196.520042424243,1231.53,2468.13,2633.69,206.192,404250,32876,507,0,380949,30761,0,0,8.132591218305503,0.125417439703154,7.609400123685838,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.75,2000000,1,84.93,825,1147.3115733333314,1127.02,2495.05,2639.79,248.349,404250,39467,433,0,383317,37367,0,0,9.763017934446506,0.10711193568336426,9.243537414965987,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.75,2000000,1,6.12,825,1260.4829890909102,1211.19,2265.08,2305.31,332.523,404250,33586,0,0,383548,33586,0,0,8.308225108225109,0.0,8.308225108225109,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.75,2000000,2,33.32,825,1280.1798157575752,1259.29,2351.43,2518.23,351.166,404250,28014,253,0,274432,27439,0,0,6.92987012987013,0.06258503401360545,6.787631416202845,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.75,2000000,2,47.57,825,1258.393183030303,1256.37,2351.05,2969.53,254.252,404250,30473,359,0,303538,29632,0,0,7.538157081014224,0.08880643166357452,7.330117501546073,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.75,2000000,2,71.52,825,1189.2497515151506,1179.81,2378.93,2481.05,205.584,404250,31688,412,0,352842,30413,0,0,7.838713667285096,0.10191713048855906,7.523314780457637,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.75,2000000,2,73.66,825,1171.7846666666662,1196.61,2239.93,2464.62,204.406,404250,32799,429,0,382271,31027,0,0,8.113543599257884,0.10612244897959183,7.6752009894867035,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.75,2000000,2,98.48,825,1116.8879224242423,1112.09,2266.21,2457.98,223.863,404250,39307,438,0,384749,37356,0,0,9.72343846629561,0.10834879406307978,9.240816326530613,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.75,2000000,2,6.04,825,1288.091516363636,1227.78,2334.85,2479.36,407.944,404250,33666,0,0,383525,33666,0,0,8.328014842300556,0.0,8.328014842300556,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.75,2000000,3,38.22,825,1319.3029878787866,1289.73,2331.19,3185.97,178.208,404250,28222,299,0,275313,27503,0,0,6.981323438466296,0.07396413110698825,6.803463203463203,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.75,2000000,3,74.28,824,1298.3699660194172,1272.33,2273.48,2372.91,177.041,404141,31957,652,0,303897,29991,0,0,7.907388757884005,0.1613298329048525,7.42092487522919,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.75,2000000,3,78.56,825,1226.2078169696965,1189.02,2239.37,6615.33,179.661,404250,32044,471,0,354749,30472,0,0,7.926777983920841,0.11651205936920223,7.5379097093382805,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.75,2000000,3,92.17,825,1206.8614654545445,1197.65,2254.34,3738.61,184.636,404250,32948,428,0,381819,31068,0,0,8.150401978973408,0.10587507730364873,7.685343228200371,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.75,2000000,3,87.91,825,1146.97065939394,1113.98,2263.73,3852.33,177.596,404250,39320,378,0,383570,37440,0,0,9.72665429808287,0.09350649350649351,9.261595547309833,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.75,2000000,3,6.17,825,1260.2167830303028,1231.02,2389.65,2649.15,311.091,404250,33672,0,0,382631,33672,0,0,8.329499072356215,0.0,8.329499072356215,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.75,2000000,4,49.5,825,1283.0723430303021,1272.41,2022.71,2745.46,471.828,404250,28040,346,0,273609,27170,0,0,6.936301793444651,0.08559059987631416,6.72108843537415,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.75,2000000,4,125.85,825,1419.797347878787,1254.38,1995.11,81082.1,268.5,404250,32107,1375,0,301066,29237,0,0,7.942362399505257,0.3401360544217687,7.232405689548547,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.75,2000000,4,91.47,825,1190.9820387878788,1170.13,1975.65,11391.9,266.733,404250,31946,511,0,352301,30072,0,0,7.902535559678417,0.1264069264069264,7.438961038961039,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.75,2000000,4,94.06,825,1160.3010351515156,1173.74,1969.71,3783.73,198.851,404250,32890,507,0,378369,30677,0,0,8.136054421768707,0.125417439703154,7.588620902906618,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.75,2000000,4,116.29,825,1093.1799139393938,1086.14,1964.46,2496.42,284.63,404250,39054,397,0,379116,36896,0,0,9.660853432282003,0.09820655534941249,9.127025355596784,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.75,2000000,4,7.24,825,1299.3343272727245,1282.08,2312.24,2476.96,175.045,404250,33646,0,0,383983,33646,0,0,8.323067408781695,0.0,8.323067408781695,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.75,2000000,5,40.75,825,1331.3217709090916,1282.57,2407.43,2706.65,335.117,404250,28469,285,0,276286,27722,0,0,7.042424242424242,0.07050092764378478,6.857637600494743,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.75,2000000,5,84.44,825,1386.4323030303033,1271.57,2401.8,63731.2,323.28,404250,31753,770,0,304558,29982,0,0,7.854792826221398,0.19047619047619047,7.416697588126159,0.0
tornado,1100,m,fpar_tq6,fpar,oblivious,-target_q_delay 6,0.75,2000000,5,83.37,825,1247.5492278787874,1205.54,2389.32,7933.78,259.722,404250,32023,425,0,351337,30465,0,0,7.921583178726036,0.10513296227581942,7.536178107606679,0.0
tornado,1100,m,fpar_tq12,fpar,oblivious,-target_q_delay 12,0.75,2000000,5,82.84,825,1221.2408109090918,1221.0,2302.92,2519.24,259.274,404250,32969,415,0,381495,31033,0,0,8.155596784168212,0.10265924551638837,7.676685219542362,0.0
tornado,1100,m,fpar_tq24,fpar,oblivious,-target_q_delay 24,0.75,2000000,5,119.57,825,1169.9668448484847,1152.36,2316.78,2454.59,272.216,404250,39712,400,0,382858,37689,0,0,9.823623995052566,0.09894867037724181,9.323191094619666,0.0
tornado,1100,m,reps_dfp_best,reps_dfp,reps,-reps_partition_entropy,0.75,2000000,5,6.4,825,1231.1945381818184,1228.14,2144.75,2317.02,336.728,404250,33591,0,0,383453,33591,0,0,8.309461966604824,0.0,8.309461966604824,0.0
tornado,1100,m,fpar_tq1,fpar,oblivious,-target_q_delay 1,0.75,10000000,1,126.71,825,6837.457672727271,6754.31,13034.3,13383.2,1715.73,2019600,30568,1372,0,1363452,28521,0,0,1.5135670429788077,0.06793424440483264,1.4122103386809268,0.0
tornado,1100,m,fpar_tq3,fpar,oblivious,-target_q_delay 3,0.75,10000000,1,167.59,825,6702.5184848484805,6542.73,12964.2,13118.7,1568.61,2019600,36134,2060,0,1542820,33178,0,0,1.7891661715191127,0.10200039611804318,1.6428005545652604,0.0
